restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed
REST000490,Restaurant_490,Bangalore,Bangalore_Locality_18,Food Truck,Vietnamese,8.5,12:00,23:00,1953,3.7,938,3.2,1211,3.45,1061,Premium,62,62,43,42,20.0,20.0,5,14,112,97,95065,82333,91593,79326,63.0,37.0,Swiggy Better,Private Room; Parking; Family Friendly; Vegan Options; Bar; Outdoor Seating; Rooftop; Dine-in,8,False,False,True,2022-06-24,1421
REST000491,Restaurant_491,Bangalore,Bangalore_Locality_20,QSR (Quick Service),Chinese,4.9,08:00,22:00,1642,4.7,1624,4.0,2637,4.35,748,Premium,44,44,31,22,21.0,22.0,20,23,259,220,153048,128356,147350,123516,47.0,53.0,Swiggy Better,Parking; Private Room; WiFi; Live Music,4,False,True,False,2020-10-18,2035
REST000492,Restaurant_492,Bangalore,Bangalore_Locality_9,Casual Dining,South Indian; Seafood,7.0,09:00,22:00,1803,3.8,3762,5.0,667,4.4,831,Premium,55,55,36,38,21.0,21.0,5,29,213,280,139832,183817,133974,176117,55.0,45.0,Zomato Better,Live Music; Family Friendly; AC; Rooftop; Dine-in; WiFi,6,False,False,False,2022-03-05,1532
REST000493,Restaurant_493,Bangalore,Bangalore_Locality_12,Cloud Kitchen,Mughlai,10.9,08:00,23:00,2292,4.0,3695,4.2,704,4.1,802,Premium,74,74,53,38,23.0,27.0,17,12,315,331,194525,193787,182870,181540,55.0,45.0,Swiggy Better,Parking; Takeaway; Outdoor Seating; Vegan Options,4,True,True,True,2016-08-08,3567
REST000494,Restaurant_494,Bangalore,Bangalore_Locality_20,Fine Dine,North Indian; Mughlai,1.5,12:00,23:00,2416,3.8,876,3.7,1009,3.75,265,Budget,30,30,27,24,12.0,13.0,6,5,151,147,35213,33890,32948,31685,51.0,49.0,Swiggy Better,Rooftop; Dessert Bar; Live Music; Smoking Area; Dine-in; Takeaway,6,False,False,True,2019-04-11,2591
REST000495,Restaurant_495,Bangalore,Bangalore_Locality_20,Cloud Kitchen,Bakery; Multi-Cuisine,10.7,09:00,22:00,1951,3.6,661,4.2,1450,3.9,554,Mid-Range,73,73,45,56,23.0,23.0,6,16,273,319,116456,136079,106491,124435,67.0,33.0,Zomato Better,Private Room; Parking; Rooftop; Live Music,4,True,False,False,2019-03-01,2632
REST000496,Restaurant_496,Bangalore,Bangalore_Locality_10,Food Truck,Mexican,3.7,09:00,22:00,1057,3.4,2071,3.9,2315,3.65,480,Mid-Range,38,38,34,33,21.0,21.0,11,6,93,107,35265,40574,33498,38541,52.0,48.0,Zomato Better,Rooftop; Bar; Family Friendly; Dine-in; Dessert Bar; Takeaway; Parking; Alcohol,8,True,False,False,2018-02-18,3008
REST000497,Restaurant_497,Bangalore,Bangalore_Locality_12,Cloud Kitchen,Pan-Asian; Multi-Cuisine,7.7,10:00,23:00,3156,3.4,1878,3.8,4820,3.6,499,Mid-Range,58,58,44,41,25.0,28.0,11,12,292,326,109281,117125,100813,107671,64.0,36.0,Zomato Better,Family Friendly; Outdoor Seating; Private Room; Bar; AC; Dessert Bar,6,True,True,False,2017-06-13,3258
REST000498,Restaurant_498,Bangalore,Bangalore_Locality_12,Cloud Kitchen,Lebanese,0.7,12:00,22:00,3271,4.6,1787,4.8,786,4.7,183,Budget,30,30,24,28,22.0,24.0,29,37,399,417,56953,57996,50968,51741,62.0,38.0,Zomato Better,Live Music; Smoking Area; Family Friendly; Vegan Options; Rooftop,5,False,False,True,2016-09-26,3518
REST000499,Restaurant_499,Bangalore,Bangalore_Locality_4,Cloud Kitchen,Biryani,1.5,12:00,23:00,1354,3.8,4259,3.9,4058,3.85,593,Mid-Range,30,30,27,28,23.0,26.0,15,14,270,277,123284,121553,119234,117398,61.0,39.0,Swiggy Better,Vegan Options; Takeaway; Smoking Area; Outdoor Seating; Alcohol; WiFi,6,False,False,True,2017-03-28,3335
REST000500,Restaurant_500,Bangalore,Bangalore_Locality_1,QSR (Quick Service),Korean; Chinese,7.0,08:00,22:00,1738,4.6,2570,3.8,3910,4.2,724,Premium,55,55,32,36,18.0,18.0,30,15,256,211,151982,125266,144942,119463,52.0,48.0,Swiggy Better,Smoking Area; Live Music; Bar; Vegan Options; Rooftop; Private Room; Dessert Bar,7,False,False,False,2026-01-26,109
REST000501,Restaurant_501,Bangalore,Bangalore_Locality_5,Food Truck,Italian,9.5,11:00,23:00,363,3.2,2189,4.2,558,3.7,1070,Premium,67,67,41,46,21.0,19.0,5,25,80,105,67624,91003,64944,87486,60.0,40.0,Zomato Better,Live Music; Dessert Bar; Dine-in; Parking,4,False,False,True,2019-12-27,2331
REST000502,Restaurant_502,Bangalore,Bangalore_Locality_11,QSR (Quick Service),Mughlai,9.3,08:00,22:00,2226,4.5,996,3.9,2431,4.2,274,Budget,66,66,43,40,19.0,22.0,33,5,264,229,58592,48941,49880,41384,61.0,39.0,Swiggy Better,WiFi; Live Music; Outdoor Seating; Smoking Area; Dine-in,5,True,False,False,2025-05-28,352
REST000503,Restaurant_503,Bangalore,Bangalore_Locality_13,Cloud Kitchen,Continental,8.6,10:00,23:00,2462,4.2,2270,4.2,1630,4.2,1392,Luxury,63,63,39,43,28.0,23.0,20,25,336,336,336752,360138,326168,349554,58.0,42.0,Zomato Better,Outdoor Seating; Parking; Bar; AC; Alcohol,5,True,False,False,2019-01-15,2677
REST000504,Restaurant_504,Bangalore,Bangalore_Locality_2,Cloud Kitchen,Fast Food,9.8,11:00,22:00,1357,4.1,1090,3.9,4078,4.0,280,Budget,69,69,47,43,23.0,26.0,12,10,291,277,62739,57394,52700,47837,57.0,43.0,Swiggy Better,Parking; Takeaway; AC; Smoking Area; Private Room,5,False,False,True,2020-03-05,2262
REST000505,Restaurant_505,Bangalore,Bangalore_Locality_5,Food Truck,Mexican; Mediterranean,8.4,08:00,23:00,396,4.4,2146,4.6,1872,4.5,640,Mid-Range,62,62,48,44,21.0,21.0,25,21,111,116,56121,58649,52680,55053,45.0,55.0,Zomato Better,Live Music; Rooftop; Smoking Area,3,True,True,False,2020-09-03,2080
REST000506,Restaurant_506,Bangalore,Bangalore_Locality_13,QSR (Quick Service),Mediterranean; Biryani,0.8,09:00,23:00,3165,4.6,3409,4.1,4515,4.35,289,Budget,30,30,33,28,20.0,17.0,22,21,296,264,68435,63325,63995,59365,49.0,51.0,Swiggy Better,Smoking Area; Private Room; Outdoor Seating; AC; Live Music; Rooftop; Alcohol,7,True,False,False,2023-04-23,1118
REST000507,Restaurant_507,Bangalore,Bangalore_Locality_7,Food Truck,Mediterranean,11.4,09:00,22:00,1079,3.9,986,4.3,2347,4.1,1074,Premium,77,77,54,49,20.0,19.0,7,13,107,118,91934,102652,87814,98109,58.0,42.0,Zomato Better,AC; Rooftop; Takeaway,3,True,True,False,2017-10-08,3141
REST000508,Restaurant_508,Bangalore,Bangalore_Locality_19,Cafe,Biryani,12.4,10:00,22:00,1508,3.8,2077,3.8,1786,3.8,1196,Premium,82,82,50,49,22.0,18.0,11,10,165,165,153925,161818,147160,155053,62.0,38.0,Zomato Better,AC; Vegan Options; Rooftop; Outdoor Seating; Family Friendly; Dessert Bar,6,False,True,True,2025-06-01,348
REST000509,Restaurant_509,Bangalore,Bangalore_Locality_9,Fine Dine,North Indian; North Indian,14.0,10:00,23:00,1272,3.9,806,3.0,448,3.45,903,Premium,90,90,53,56,17.0,12.0,11,15,137,105,102680,83437,96515,78712,46.0,54.0,Swiggy Better,WiFi; Rooftop; Dine-in,3,True,False,False,2024-09-12,610
REST000510,Restaurant_510,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Bakery,13.3,08:00,22:00,1981,4.5,3739,4.4,4759,4.45,1291,Luxury,86,86,51,52,22.0,26.0,26,12,343,335,345394,320038,330645,305633,66.0,34.0,Swiggy Better,Dessert Bar; AC; Dine-in; Rooftop; Family Friendly; Private Room,6,False,False,True,2024-04-29,746
REST000511,Restaurant_511,Bangalore,Bangalore_Locality_10,Food Truck,South Indian; Desserts,10.9,09:00,22:00,860,3.5,1550,3.1,1933,3.3,1067,Premium,74,74,52,31,20.0,22.0,13,12,93,83,79384,69077,75943,66006,46.0,54.0,Swiggy Better,Bar; Private Room; Smoking Area; Dine-in,4,False,False,False,2025-04-18,392
REST000512,Restaurant_512,Bangalore,Bangalore_Locality_12,Cloud Kitchen,Multi-Cuisine,10.0,12:00,22:00,1550,3.8,3344,4.5,1435,4.15,1338,Luxury,70,70,40,48,24.0,27.0,12,37,276,327,280658,319393,270998,307948,62.0,38.0,Zomato Better,Parking; AC; Takeaway; Vegan Options; WiFi; Outdoor Seating,6,False,False,False,2019-01-19,2673
REST000513,Restaurant_513,Bangalore,Bangalore_Locality_2,Cloud Kitchen,Japanese; Fast Food,5.5,12:00,22:00,3551,3.6,1316,3.7,4709,3.65,435,Mid-Range,47,47,44,34,24.0,27.0,6,13,321,329,106122,104473,98579,96742,71.0,29.0,Swiggy Better,Dine-in; Alcohol; Takeaway; Vegan Options; Smoking Area; WiFi; Private Room,7,True,True,False,2018-08-14,2831
REST000514,Restaurant_514,Bangalore,Bangalore_Locality_12,Cloud Kitchen,Italian,8.5,11:00,23:00,1647,4.1,3352,4.4,881,4.25,612,Mid-Range,62,62,38,37,27.0,23.0,10,13,301,323,134474,152210,125143,142197,72.0,28.0,Zomato Better,Outdoor Seating; Takeaway; Bar; WiFi; Live Music; AC,6,False,True,True,2020-03-18,2249
REST000515,Restaurant_515,Bangalore,Bangalore_Locality_10,Casual Dining,North Indian,2.3,12:00,22:00,790,4.4,984,4.2,3466,4.3,882,Premium,31,31,29,28,19.0,19.0,19,23,219,209,156457,149313,153063,146074,49.0,51.0,Swiggy Better,Vegan Options; Family Friendly; Dessert Bar; Smoking Area; Bar; Dine-in; Private Room,7,True,False,False,2022-09-14,1339
REST000516,Restaurant_516,Bangalore,Bangalore_Locality_18,Fine Dine,Desserts; Mediterranean,11.7,12:00,23:00,1761,4.6,233,3.8,3122,4.2,229,Budget,78,78,56,46,14.0,13.0,17,15,171,141,33676,28091,27007,22592,41.0,59.0,Swiggy Better,Family Friendly; AC; Bar,3,False,True,False,2019-07-09,2502
REST000517,Restaurant_517,Bangalore,Bangalore_Locality_15,Fine Dine,Mughlai,3.6,07:00,22:00,1711,3.8,241,3.5,4157,3.65,1060,Premium,38,38,35,33,15.0,17.0,13,15,140,129,126140,113494,123480,111043,44.0,56.0,Swiggy Better,Dine-in; WiFi; Vegan Options; Takeaway; Alcohol; Family Friendly; Outdoor Seating; Rooftop,8,False,True,False,2025-11-03,193
REST000518,Restaurant_518,Bangalore,Bangalore_Locality_5,Food Truck,Mughlai,14.5,08:00,23:00,344,4.0,1456,4.0,3096,4.0,239,Budget,92,92,52,57,21.0,20.0,24,13,100,100,18881,19120,14281,14520,62.0,38.0,Zomato Better,Outdoor Seating; Smoking Area; Private Room,3,True,False,False,2020-09-21,2062
REST000519,Restaurant_519,Bangalore,Bangalore_Locality_17,Cafe,Mexican,13.5,12:00,22:00,1538,3.9,3584,4.1,4575,4.0,1014,Premium,87,87,53,52,21.0,20.0,13,17,169,178,135379,144393,128027,136650,63.0,37.0,Zomato Better,Takeaway; Dine-in; Outdoor Seating; Smoking Area,4,True,True,False,2021-04-14,1857
REST000520,Restaurant_520,Bangalore,Bangalore_Locality_6,Food Truck,Desserts,8.9,11:00,22:00,504,4.0,1101,4.2,3210,4.1,172,Budget,64,64,38,47,20.0,19.0,10,19,102,107,14035,14907,10771,11483,45.0,55.0,Zomato Better,Parking; Live Music; Family Friendly; Private Room,4,True,False,False,2020-12-03,1989
REST000521,Restaurant_521,Bangalore,Bangalore_Locality_18,Casual Dining,Italian,9.7,07:00,22:00,2247,3.6,1201,3.3,567,3.45,1128,Premium,68,68,29,43,18.0,22.0,15,10,211,194,195166,170688,187992,164092,48.0,52.0,Swiggy Better,Private Room; WiFi; AC; Dine-in,4,False,True,False,2016-07-10,3596
REST000522,Restaurant_522,Bangalore,Bangalore_Locality_12,Cloud Kitchen,North Indian,6.2,08:00,22:00,2513,3.0,4184,4.1,3340,3.55,1473,Luxury,51,51,42,32,25.0,25.0,6,23,241,330,266244,364567,260099,356152,60.0,40.0,Zomato Better,Dine-in; AC; Takeaway; Alcohol; Rooftop; Outdoor Seating; Smoking Area,7,False,False,False,2021-11-17,1640
REST000523,Restaurant_523,Bangalore,Bangalore_Locality_10,Cloud Kitchen,Lebanese; Mughlai,12.6,09:00,23:00,2509,4.3,4005,3.6,3172,3.95,1357,Luxury,83,83,46,39,26.0,25.0,25,10,346,290,347446,295147,333087,283112,67.0,33.0,Swiggy Better,Bar; Family Friendly; Parking,3,True,False,False,2019-03-27,2606
REST000524,Restaurant_524,Bangalore,Bangalore_Locality_8,QSR (Quick Service),Seafood,5.0,08:00,22:00,1357,3.8,2754,4.3,4250,4.05,992,Premium,45,45,33,41,18.0,21.0,7,19,202,229,164314,179462,159769,174310,58.0,42.0,Zomato Better,Dessert Bar; Smoking Area; Parking; Bar,4,False,True,False,2017-05-04,3298
REST000525,Restaurant_525,Bangalore,Bangalore_Locality_10,Food Truck,Thai,9.8,11:00,23:00,872,4.2,4081,4.5,3081,4.35,653,Mid-Range,69,69,38,49,20.0,19.0,18,39,112,120,58508,63471,54644,59331,64.0,36.0,Zomato Better,WiFi; Takeaway; AC,3,False,True,True,2025-07-17,302
REST000526,Restaurant_526,Bangalore,Bangalore_Locality_18,QSR (Quick Service),Multi-Cuisine,9.0,11:00,23:00,1164,4.0,3513,4.1,4020,4.05,1369,Luxury,65,65,47,46,18.0,18.0,11,11,208,213,233496,239109,226736,232187,51.0,49.0,Zomato Better,WiFi; Takeaway; Alcohol,3,False,True,True,2017-07-01,3240
REST000527,Restaurant_527,Bangalore,Bangalore_Locality_2,Cafe,Biryani,13.4,07:00,22:00,2350,4.8,2280,4.7,2338,4.75,1030,Premium,87,87,52,55,22.0,23.0,31,27,228,223,183175,176861,173257,167160,57.0,43.0,Swiggy Better,Dine-in; Alcohol; Vegan Options; Parking,4,True,True,False,2017-04-02,3330
REST000528,Restaurant_528,Bangalore,Bangalore_Locality_3,Casual Dining,Japanese; Fast Food,8.8,09:00,23:00,2545,4.2,3339,4.2,1820,4.2,645,Mid-Range,64,64,39,43,18.0,18.0,17,19,254,254,134340,134340,126212,126212,43.0,57.0,Balanced,Vegan Options; Private Room; Smoking Area; AC; Family Friendly; Live Music,6,True,True,True,2016-10-14,3500
REST000529,Restaurant_529,Bangalore,Bangalore_Locality_13,Cloud Kitchen,Street Food,12.8,10:00,22:00,3104,3.7,4036,3.9,3587,3.8,1223,Luxury,84,84,50,51,24.0,25.0,8,10,316,333,293715,305444,280443,291458,65.0,35.0,Zomato Better,Bar; Takeaway; Vegan Options; Smoking Area,4,False,True,False,2017-06-14,3257
REST000530,Restaurant_530,Bangalore,Bangalore_Locality_13,Casual Dining,Bakery,4.5,09:00,22:00,2958,3.4,208,4.6,4624,4.0,649,Mid-Range,42,42,32,32,17.0,20.0,10,32,214,290,115275,150568,110781,144478,51.0,49.0,Zomato Better,Family Friendly; AC; Bar,3,False,False,False,2025-04-14,396
REST000531,Restaurant_531,Bangalore,Bangalore_Locality_12,QSR (Quick Service),Pan-Asian,13.7,10:00,22:00,1094,4.4,4246,4.7,4917,4.55,1237,Luxury,88,88,55,43,19.0,22.0,12,25,227,243,227447,234460,217459,223768,65.0,35.0,Zomato Better,Vegan Options; Bar; Alcohol,3,True,False,False,2025-05-26,354
REST000532,Restaurant_532,Bangalore,Bangalore_Locality_14,Cloud Kitchen,Continental,4.5,08:00,23:00,791,3.8,1909,4.4,765,4.1,1421,Luxury,42,42,40,36,28.0,28.0,7,19,252,292,257826,298751,252534,292619,71.0,29.0,Zomato Better,Family Friendly; AC; Outdoor Seating; Live Music; Dine-in; Bar; Takeaway,7,True,True,True,2023-04-09,1132
REST000533,Restaurant_533,Bangalore,Bangalore_Locality_12,Food Truck,Italian; Japanese,11.0,11:00,22:00,655,4.0,1417,4.1,2240,4.05,1201,Luxury,75,75,49,41,19.0,18.0,25,14,104,107,101172,105375,97272,101363,63.0,37.0,Zomato Better,Live Music; Private Room; Vegan Options; Parking,4,False,False,False,2023-07-14,1036
REST000534,Restaurant_534,Bangalore,Bangalore_Locality_20,Casual Dining,Italian; Fast Food,11.4,10:00,22:00,304,4.4,4023,4.0,3245,4.2,1277,Luxury,77,77,42,46,23.0,23.0,21,22,206,187,202557,183875,194626,176675,48.0,52.0,Swiggy Better,Alcohol; AC; Outdoor Seating; Smoking Area; Family Friendly,5,True,True,True,2023-12-20,877
REST000535,Restaurant_535,Bangalore,Bangalore_Locality_20,Food Truck,Pan-Asian; Italian,13.6,10:00,23:00,1597,3.8,1637,4.2,141,4.0,591,Mid-Range,88,88,45,55,22.0,22.0,7,15,111,122,51168,56239,46284,50871,48.0,52.0,Zomato Better,AC; Live Music; Outdoor Seating; Dine-in; Private Room,5,False,False,False,2020-10-30,2023
REST000536,Restaurant_536,Bangalore,Bangalore_Locality_7,Cloud Kitchen,Street Food,7.2,07:00,22:00,1733,4.8,839,3.7,2430,4.25,916,Premium,56,56,44,41,26.0,25.0,39,9,356,274,241311,188238,231343,180566,63.0,37.0,Swiggy Better,Private Room; Alcohol; Smoking Area; Family Friendly; Dine-in,5,False,True,False,2022-05-03,1473
REST000537,Restaurant_537,Bangalore,Bangalore_Locality_1,Casual Dining,Seafood; Fast Food,14.9,12:00,23:00,627,4.4,4278,4.2,3051,4.3,199,Budget,94,94,50,56,19.0,19.0,21,11,215,205,34655,33043,24550,23408,49.0,51.0,Swiggy Better,Vegan Options; Takeaway; Family Friendly; Rooftop; AC; Alcohol; Dine-in,7,True,True,False,2017-01-14,3408
REST000538,Restaurant_538,Bangalore,Bangalore_Locality_9,QSR (Quick Service),Biryani; Lebanese,2.6,08:00,22:00,3151,3.8,1814,3.8,353,3.8,240,Budget,33,33,26,41,20.0,20.0,7,11,244,244,46848,46848,42822,42822,49.0,51.0,Balanced,Vegan Options; WiFi; Live Music; Dine-in; Takeaway; Outdoor Seating; Bar,7,False,False,True,2017-06-18,3253
REST000539,Restaurant_539,Bangalore,Bangalore_Locality_16,Casual Dining,Street Food; Fast Food,2.2,10:00,23:00,2771,3.2,3851,3.3,2124,3.25,1331,Luxury,31,31,19,25,19.0,21.0,13,7,198,204,213465,214503,210396,211341,52.0,48.0,Zomato Better,Dessert Bar; Private Room; Bar; Vegan Options; Alcohol; WiFi; Live Music; Smoking Area,8,True,False,False,2020-11-13,2009
REST000540,Restaurant_540,Bangalore,Bangalore_Locality_13,QSR (Quick Service),Thai,1.2,09:00,23:00,2453,4.2,1841,4.1,1803,4.15,659,Mid-Range,30,30,24,28,20.0,19.0,22,23,252,246,132854,131312,129074,127622,47.0,53.0,Swiggy Better,Parking; WiFi; Takeaway; Live Music; Outdoor Seating; Vegan Options; Family Friendly,7,True,False,False,2025-08-25,263
REST000541,Restaurant_541,Bangalore,Bangalore_Locality_16,Cloud Kitchen,Mexican,14.7,09:00,22:00,1397,3.8,4039,4.4,3256,4.1,1355,Luxury,93,93,55,59,23.0,27.0,10,15,271,314,282747,310593,270146,295992,60.0,40.0,Zomato Better,Parking; Vegan Options; AC; Takeaway; Bar; Dessert Bar; Private Room,7,True,True,False,2020-03-24,2243
REST000542,Restaurant_542,Bangalore,Bangalore_Locality_5,Cloud Kitchen,Chinese; Lebanese,14.9,10:00,22:00,38,4.3,3014,4.1,2936,4.2,1321,Luxury,94,94,57,56,23.0,28.0,12,11,259,247,263447,234926,251274,223317,61.0,39.0,Swiggy Better,Dine-in; Private Room; Live Music; Outdoor Seating; AC; Family Friendly; Takeaway,7,False,False,True,2019-05-22,2550
REST000543,Restaurant_543,Bangalore,Bangalore_Locality_15,Food Truck,Seafood,9.3,08:00,22:00,1094,3.7,2334,4.0,272,3.85,955,Premium,66,66,48,37,22.0,19.0,13,19,102,110,75979,85090,72613,81460,59.0,41.0,Zomato Better,Dessert Bar; Bar; AC; Rooftop; Live Music,5,False,False,True,2023-12-05,892
REST000544,Restaurant_544,Bangalore,Bangalore_Locality_3,Cloud Kitchen,Continental; South Indian,1.4,07:00,22:00,3614,4.3,1233,4.3,611,4.3,728,Premium,30,30,28,20,26.0,25.0,13,19,385,385,207407,210210,201632,204435,67.0,33.0,Zomato Better,Live Music; Family Friendly; Dessert Bar; Dine-in; Parking; Outdoor Seating; AC; Smoking Area,8,False,True,True,2025-09-27,230
REST000545,Restaurant_545,Bangalore,Bangalore_Locality_16,QSR (Quick Service),Mediterranean,7.2,12:00,23:00,1658,3.3,3469,4.2,2588,3.75,1310,Luxury,56,56,41,37,18.0,19.0,6,25,182,231,195504,245114,190408,238646,62.0,38.0,Zomato Better,Outdoor Seating; Dine-in; Smoking Area; Live Music; Alcohol,5,False,False,True,2024-01-08,858
REST000546,Restaurant_546,Bangalore,Bangalore_Locality_12,Cloud Kitchen,South Indian; Lebanese,10.8,11:00,23:00,3307,3.9,4114,4.2,1662,4.05,582,Mid-Range,74,74,51,52,26.0,24.0,11,16,340,366,146431,161889,133851,148347,72.0,28.0,Zomato Better,Rooftop; Bar; Smoking Area; Dine-in; Family Friendly; Vegan Options,6,False,False,False,2025-10-15,212
REST000547,Restaurant_547,Bangalore,Bangalore_Locality_3,QSR (Quick Service),North Indian,7.4,10:00,23:00,3627,4.5,1901,3.7,2591,4.1,1360,Luxury,57,57,40,43,22.0,22.0,38,9,303,249,321422,264139,312786,257042,63.0,37.0,Swiggy Better,WiFi; Dine-in; Alcohol; Live Music; Private Room; Bar,6,False,True,True,2021-11-01,1656
REST000548,Restaurant_548,Bangalore,Bangalore_Locality_18,Cloud Kitchen,South Indian; Desserts,12.3,10:00,22:00,2268,3.0,2518,4.0,4927,3.5,254,Budget,81,81,43,49,25.0,27.0,8,22,235,314,44767,58221,35250,45504,66.0,34.0,Zomato Better,Bar; Parking; Outdoor Seating; Alcohol; Dessert Bar; Live Music; Dine-in,7,False,True,True,2022-08-08,1376
REST000549,Restaurant_549,Bangalore,Bangalore_Locality_9,Cloud Kitchen,North Indian,3.0,12:00,23:00,1227,3.2,1681,4.4,1352,3.8,890,Premium,35,35,40,37,25.0,25.0,6,12,224,308,149520,205590,145600,200200,61.0,39.0,Zomato Better,Private Room; Takeaway; Dine-in; Live Music,4,True,False,True,2024-04-12,763
REST000550,Restaurant_550,Bangalore,Bangalore_Locality_18,Cloud Kitchen,Mughlai,7.2,10:00,23:00,530,4.1,763,3.6,2903,3.85,511,Mid-Range,56,56,36,41,26.0,27.0,12,6,263,231,99450,86169,92086,79701,74.0,26.0,Swiggy Better,Outdoor Seating; Parking; Smoking Area; Alcohol,4,True,False,False,2017-10-18,3131
REST000551,Restaurant_551,Bangalore,Bangalore_Locality_4,Fine Dine,Mughlai; Mexican,12.2,10:00,22:00,3207,4.3,3970,4.5,4813,4.4,287,Budget,81,81,57,48,18.0,17.0,24,32,185,194,43537,46212,36045,38355,53.0,47.0,Zomato Better,Dessert Bar; Parking; Live Music; Dine-in; Bar,5,False,True,False,2026-03-31,45
REST000552,Restaurant_552,Bangalore,Bangalore_Locality_11,Fine Dine,Biryani; Lebanese,6.5,07:00,23:00,3460,4.1,796,3.9,4881,4.0,1216,Luxury,52,52,35,37,15.0,18.0,20,6,181,172,187081,171504,182375,167032,42.0,58.0,Swiggy Better,Rooftop; Dine-in; Smoking Area; Dessert Bar; Parking; Live Music; WiFi,7,False,False,True,2025-11-07,189
REST000553,Restaurant_553,Bangalore,Bangalore_Locality_9,Fine Dine,Seafood; Continental,12.3,09:00,23:00,656,4.7,4359,3.1,2990,3.9,303,Mid-Range,81,81,41,49,12.0,14.0,25,6,153,101,40795,26318,34599,22228,46.0,54.0,Swiggy Better,Smoking Area; Alcohol; Vegan Options; Rooftop,4,True,False,True,2025-01-06,494
REST000554,Restaurant_554,Bangalore,Bangalore_Locality_4,QSR (Quick Service),Mughlai,3.1,11:00,22:00,899,4.0,4517,4.3,4444,4.15,313,Mid-Range,35,35,33,25,21.0,19.0,19,13,202,217,49948,55016,46413,51218,57.0,43.0,Zomato Better,Rooftop; Dine-in; WiFi; AC; Takeaway; Parking,6,False,True,True,2024-10-02,590
REST000555,Restaurant_555,Bangalore,Bangalore_Locality_16,Fine Dine,Korean,1.1,09:00,23:00,3345,3.7,4850,3.9,4607,3.8,657,Mid-Range,30,30,29,28,15.0,17.0,15,5,161,170,89910,92702,87495,90152,50.0,50.0,Zomato Better,Live Music; Bar; Private Room; Outdoor Seating; Rooftop; Alcohol,6,True,False,False,2026-03-25,51
REST000556,Restaurant_556,Bangalore,Bangalore_Locality_8,Food Truck,Bakery,1.4,11:00,23:00,894,4.2,2830,4.5,1125,4.35,978,Premium,30,30,32,26,19.0,21.0,13,33,113,121,89516,93487,87821,91672,57.0,43.0,Zomato Better,Dessert Bar; Vegan Options; Family Friendly; Dine-in; Takeaway,5,False,True,False,2017-11-30,3088
REST000557,Restaurant_557,Bangalore,Bangalore_Locality_19,Cafe,Continental,2.2,08:00,22:00,2778,3.9,2057,3.7,391,3.8,297,Budget,31,31,28,26,23.0,20.0,15,8,193,183,44137,43480,41145,40644,49.0,51.0,Swiggy Better,Takeaway; Private Room; Bar; Dine-in; AC; Smoking Area; Parking; Live Music,8,False,True,True,2024-08-21,632
REST000558,Restaurant_558,Bangalore,Bangalore_Locality_17,QSR (Quick Service),Mughlai; Mediterranean,10.4,12:00,22:00,1846,4.1,3198,3.8,2903,3.95,535,Mid-Range,72,72,52,38,20.0,23.0,23,5,231,214,98868,88157,90552,80453,58.0,42.0,Swiggy Better,Dine-in; AC; Family Friendly; Outdoor Seating; Smoking Area,5,True,False,False,2020-05-29,2177
REST000559,Restaurant_559,Bangalore,Bangalore_Locality_10,Casual Dining,Mexican,2.5,08:00,23:00,1174,4.1,4348,3.6,544,3.85,1351,Luxury,32,32,25,31,18.0,22.0,25,11,214,188,237073,198110,233649,195102,43.0,57.0,Swiggy Better,Outdoor Seating; Family Friendly; Live Music; Private Room; Smoking Area,5,True,True,False,2019-01-20,2672
REST000560,Restaurant_560,Bangalore,Bangalore_Locality_17,Cloud Kitchen,Cafe; Japanese,9.8,07:00,23:00,622,3.9,819,3.5,2236,3.7,1498,Luxury,69,69,40,44,22.0,28.0,6,8,253,227,295615,244833,286886,237001,63.0,37.0,Swiggy Better,WiFi; Rooftop; Live Music; Dessert Bar; Alcohol,5,True,False,True,2020-05-12,2194
